seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,model_version,mean_tracking_error,final_tracking_error
187,soldier_caught,0,31,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7503167,3.5351434,1000,unknown,3.40003839507699,3.769273042678833
188,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,7.0423894,2.4137888,1000,unknown,1.7584592998027802,4.306978225708008
189,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9666435,3.2851079,1000,unknown,2.8206929727034136,1.8571159839630127
190,unsafe_intercept,0,33,1,19,-1,12.0,18.0,15.0,2.5,2.0,2.4106464,2.1667411,1000,unknown,2.040058505535126,2.0819170475006104
191,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,2.6249778,0.817672,1000,unknown,2.602835851056235,5.766689777374268
192,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,5.2375097,1.0142237,1000,unknown,1.1868963440259297,1.5989437103271484
193,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,3.6168222,0.46856144,1000,unknown,2.015305425439562,5.620912075042725
194,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,4.181511,0.5853308,1000,unknown,0.8336787521839142,1.3060498237609863
195,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.462478,1.6627278,1000,unknown,0.7276502847671509,0.8908129334449768
196,unsafe_intercept,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.4809923,1.8038244,1000,unknown,2.2046142390796115,1.0280354022979736
197,intercepted,1,27,1,10,27,12.0,18.0,15.0,2.5,2.0,3.0177794,0.5268358,1000,unknown,2.411202884382672,2.788029670715332
198,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8433837,1.9051183,1000,unknown,2.1298331283032894,2.217136859893799
199,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,3.9770858,1.3413678,1000,unknown,1.8971540456016858,5.541412830352783
200,intercepted,1,23,1,8,23,12.0,18.0,15.0,2.5,2.0,2.064789,2.127181,1000,unknown,3.2075391076505184,3.5977530479431152
201,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,6.946231,2.4914618,1000,unknown,1.040349304676056,1.6617287397384644
202,soldier_caught,0,23,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6731359,2.6492577,1000,unknown,2.2436253691420838,2.7045512199401855
203,intercepted,1,22,1,11,22,12.0,18.0,15.0,2.5,2.0,3.5713096,1.630111,1000,unknown,2.819491930305958,3.6313223838806152
204,soldier_caught,0,20,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.7599181,2.7278562,1000,unknown,2.3503770157694817,2.939739227294922
205,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,2.6647668,2.1795585,1000,unknown,2.0848547560828075,2.605452060699463
206,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,2.9148326,1.642619,1000,unknown,1.9397230346997578,2.2783820629119873
207,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,6.101001,0.7864203,1000,unknown,0.5272352769970894,0.509809136390686
208,intercepted,1,30,1,13,30,12.0,18.0,15.0,2.5,2.0,3.9402068,2.4507222,1000,unknown,3.229941580030653,3.8169190883636475
209,soldier_caught,0,15,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8688293,4.778284,1000,unknown,2.214252773258421,1.958510398864746
210,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,2.7190616,1.4837916,1000,unknown,1.8874542315800984,2.5394833087921143
211,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,9.821844,0.65388685,1000,unknown,1.304699420928955,1.8813068866729736
212,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,9.931438,0.6339751,1000,unknown,1.397152026494344,1.5685783624649048
213,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.7466456,3.1241517,1000,unknown,1.9948905751109123,2.1030077934265137
214,intercepted,1,21,1,7,21,12.0,18.0,15.0,2.5,2.0,2.3509145,1.6461357,1000,unknown,2.283226958910624,2.5021705627441406
215,unsafe_intercept,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,3.229428,1.8040675,1000,unknown,0.9242549737294515,0.8211287260055542
216,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8870678,2.3349404,1000,unknown,1.693599743147691,0.06103147566318512
217,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.5037866,1.9796802,1000,unknown,1.1501424759626389,1.5323295593261719
218,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,3.1125624,2.0902011,1000,unknown,2.8695224391089544,3.7285072803497314
219,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.2151958,5.163678,1000,unknown,1.6008860021829605,2.581122636795044
220,soldier_caught,0,25,1,16,-1,12.0,18.0,15.0,2.5,2.0,0.9055414,3.4792087,1000,unknown,2.3700184628367422,3.941396713256836
221,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.45205468,2.2184966,1000,unknown,1.272779531776905,2.672030210494995
222,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8342153,2.514291,1000,unknown,1.8182747115691502,4.929463863372803
223,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,8.982017,1.9194847,1000,unknown,0.9539792736371359,0.5535519123077393
224,unsafe_intercept,0,21,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.1302645,2.176431,1000,unknown,2.489025448049818,3.6105825901031494
225,unsafe_intercept,0,9,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.3870268,0.38598162,1000,unknown,0.5897634103894234,0.10270978510379791
226,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.632047,0.59522486,1000,unknown,0.61215540766716,0.35252517461776733
227,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9806482,3.1070466,1000,unknown,2.3534935507923365,4.303991794586182
228,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,16.575367,2.331311,1000,unknown,0.9161065891385078,1.3842359781265259
229,soldier_caught,0,21,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5236274,2.9189818,1000,unknown,1.8250377550721169,1.8477200269699097
230,soldier_caught,0,20,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.2390211,3.6627657,1000,unknown,2.6992911398410797,2.595461130142212
231,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.86858,1.7861737,1000,unknown,1.1834930181503296,1.338788628578186
232,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4384035,3.5996122,1000,unknown,1.610800767938296,4.043055057525635
233,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,12.327232,2.1714,1000,unknown,1.2804118394851685,1.8771543502807617
234,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.61558,1.0625261,1000,unknown,0.7001680210232735,1.0256556272506714
235,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.4674624,1.8185693,1000,unknown,0.9194398447871208,1.093830943107605
236,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,2.786813,1.0920436,1000,unknown,1.0637761622667312,1.412923812866211
237,soldier_caught,0,21,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.9337718,3.7747583,1000,unknown,1.8660850865500314,3.984873056411743
238,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,6.7419367,1.0767845,1000,unknown,0.783010999361674,0.7507907152175903
239,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8307655,3.897491,1000,unknown,2.2267536967992783,2.749768018722534
240,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9817848,6.3565865,1000,unknown,1.220561106999715,1.5479872226715088
241,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6163274,5.046977,1000,unknown,1.5401609718799592,4.328488826751709
242,unsafe_intercept,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,3.4229724,1.7609235,1000,unknown,0.7498775720596313,0.5494476556777954
243,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,4.2818995,1.9412284,1000,unknown,0.556799978017807,0.5910354256629944
244,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.6638216,4.263934,1000,unknown,1.6261777043342591,4.618298530578613
245,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.494234,3.192205,1000,unknown,1.7273873537778854,2.3299601078033447
246,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,9.704116,1.1417885,1000,unknown,0.7595967650413513,1.0722370147705078
247,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.492191,5.1739144,1000,unknown,1.6051632910966873,2.437833309173584
248,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,8.112601,1.6129398,1000,unknown,1.2292346954345703,0.5821435451507568
249,intercepted,1,22,1,14,22,12.0,18.0,15.0,2.5,2.0,2.7712152,1.9264205,1000,unknown,1.897121508916219,2.6764798164367676
250,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.728511,3.3770308,1000,unknown,1.8679646948973339,1.6930828094482422
251,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,4.897983,2.375247,1000,unknown,0.7616316874821981,0.5655227899551392
252,soldier_caught,0,10,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.9140332,6.4689627,1000,unknown,1.6584687292575837,3.762188196182251
253,intercepted,1,18,1,11,18,12.0,18.0,15.0,2.5,2.0,2.9939976,1.8940104,1000,unknown,2.3409135788679123,3.2284910678863525
254,soldier_caught,0,20,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9943413,3.2064683,1000,unknown,2.0945793125364514,2.201331377029419
255,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,9.369472,1.7191927,1000,unknown,1.5441302706797917,3.888195514678955
256,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,12.443719,2.122007,1000,unknown,0.5621036092440287,0.7958878874778748
257,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6058878,4.5137215,1000,unknown,1.9049735963344574,5.16994571685791
258,soldier_caught,0,24,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.1484014,2.83074,1000,unknown,2.163004406473853,2.3973019123077393
259,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8703539,4.021217,1000,unknown,0.9053994491696358,1.4987692832946777
260,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.234931,1.2735565,1000,unknown,0.47561682760715485,0.32975366711616516
261,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.98060715,3.5063794,1000,unknown,0.6983490486939748,0.9478754997253418
262,unsafe_intercept,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.5741172,2.0610116,1000,unknown,1.4614120841026306,3.091270685195923
263,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,6.2042165,1.6165128,1000,unknown,0.8224899023771286,1.1037951707839966
264,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8743026,3.035818,1000,unknown,1.8801526501774788,1.6452760696411133
265,intercepted,1,20,1,11,20,12.0,18.0,15.0,2.5,2.0,4.4777746,1.8694004,1000,unknown,2.5204765617847444,3.677109479904175
266,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,3.4136107,1.2231668,1000,unknown,0.8021292487780253,0.8593746423721313
267,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.425655,5.01633,1000,unknown,1.487961518764496,3.2442920207977295
268,unsafe_intercept,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.8679836,0.48812607,1000,unknown,1.5612729072570801,1.7481377124786377
269,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,7.838626,2.498207,1000,unknown,0.7149050931135813,0.14390894770622253
270,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,7.730124,2.233584,1000,unknown,1.1254457434018452,0.9679915904998779
271,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,5.843978,0.35384163,1000,unknown,1.2391804218292237,2.3899929523468018
272,soldier_caught,0,25,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5129377,3.173297,1000,unknown,2.92629568717059,1.874801754951477
273,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.6885207,3.0142267,1000,unknown,2.487528808414936,3.249786615371704
274,intercepted,1,28,1,9,28,12.0,18.0,15.0,2.5,2.0,2.102899,1.8361692,1000,unknown,2.728396236896515,2.4734067916870117
275,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8948368,4.3949175,1000,unknown,2.610744693062522,2.564284324645996
276,unsafe_intercept,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,3.2709222,1.7606133,1000,unknown,1.7085961053768794,3.9979755878448486
277,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,3.9180696,0.6533719,1000,unknown,1.5343934496243794,2.397794008255005
278,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,11.978194,2.3901846,1000,unknown,1.428537646929423,1.6039570569992065
279,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,7.5363717,1.5586852,1000,unknown,0.578874816497167,0.5148919224739075
280,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,6.691569,0.86523455,1000,unknown,1.0322026411692302,0.7979365587234497
281,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,2.776857,2.177256,1000,unknown,1.9506484021743138,3.34004545211792
282,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.675847,3.906496,1000,unknown,0.6671734936535358,1.2764378786087036
283,intercepted,1,24,1,7,24,12.0,18.0,15.0,2.5,2.0,2.5300648,1.2494786,1000,unknown,3.4073479250073433,5.224999904632568
284,intercepted,1,25,1,22,25,12.0,18.0,15.0,2.5,2.0,9.515812,1.1386288,1000,unknown,0.903982263058424,2.2274303436279297
285,intercepted,1,19,1,9,19,12.0,18.0,15.0,2.5,2.0,2.6193511,2.1395004,1000,unknown,2.265958000313152,3.355978012084961
286,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,2.3932002,1.327655,1000,unknown,1.7270717791148595,3.860250473022461
287,intercepted,1,18,1,11,18,12.0,18.0,15.0,2.5,2.0,3.0050695,2.2748163,1000,unknown,2.2986766286194324,2.6826398372650146
288,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.613624,1.1594373,1000,unknown,1.5188383758068085,0.7517868876457214
289,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.6950646,3.529735,1000,unknown,0.8567650417486826,1.0937905311584473
290,unsafe_intercept,0,26,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.3104508,2.2406213,1000,unknown,2.3647779409702006,2.295832633972168
291,unsafe_intercept,0,13,1,6,-1,12.0,18.0,15.0,2.5,2.0,2.1375942,2.2690983,1000,unknown,2.53259314596653,3.088982582092285
292,soldier_caught,0,27,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6870507,3.1764922,1000,unknown,3.171295291185379,3.0110433101654053
293,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6844485,3.3942544,1000,unknown,2.5076272916048765,5.205860137939453
294,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.1984618,1.2929881,1000,unknown,1.000450720389684,0.46488329768180847
295,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,11.150647,1.8192494,1000,unknown,0.843069463968277,0.6070693135261536
296,unsafe_intercept,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.200013,0.94819486,1000,unknown,1.626060998439789,3.652024984359741
297,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,11.956003,1.1205605,1000,unknown,0.6160334199666977,0.928020179271698
298,soldier_caught,0,38,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8203231,3.2964356,1000,unknown,3.32093939089006,1.673492431640625
299,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,10.402043,1.912534,1000,unknown,0.9808263964951038,1.9295933246612549
300,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,4.671709,2.0681329,1000,unknown,1.228482437133789,0.6373298764228821
301,soldier_caught,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7287468,6.600938,1000,unknown,0.2849770784378052,0.310123085975647
302,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,4.947867,1.5590391,1000,unknown,2.396103573696954,5.182192325592041
303,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.8949697,0.701087,1000,unknown,0.9723371416330338,1.723704218864441
304,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,7.9693213,2.3818858,1000,unknown,1.8199853897094727,1.939024806022644
305,unsafe_intercept,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.9838805,1.7892258,1000,unknown,1.384105642636617,0.38240495324134827
306,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,13.488801,0.7322981,1000,unknown,1.455297589302063,1.773600697517395
307,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,3.1659424,1.4847673,1000,unknown,1.1301134303212166,3.0743281841278076
308,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,9.206267,1.0546855,1000,unknown,0.7785118222236633,0.5286687612533569
309,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,9.713823,0.7899046,1000,unknown,1.1404555241266887,1.8555041551589966
310,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6758369,2.7491531,1000,unknown,1.6154901882012684,3.937511920928955
311,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8547343,4.223958,1000,unknown,1.9910637165109317,4.34831428527832
312,soldier_caught,0,27,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.35731387,3.3618782,1000,unknown,2.8098255773385366,3.428189277648926
313,unsafe_intercept,0,18,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.7865214,1.8719767,1000,unknown,2.179860759865154,1.8328516483306885
314,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,4.194151,2.2357864,1000,unknown,0.9927869141101837,1.1241453886032104
315,intercepted,1,19,1,15,19,12.0,18.0,15.0,2.5,2.0,4.0197186,1.6865802,1000,unknown,1.8848798751831055,3.77274489402771
316,unsafe_intercept,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.5067677,1.4684874,1000,unknown,1.883483499288559,3.1209194660186768
317,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.2940785,4.821161,1000,unknown,1.6940641582012177,3.342526435852051
318,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,7.199416,2.4080808,1000,unknown,1.062601053714752,2.36344051361084
319,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,9.798525,2.1560237,1000,unknown,1.0149018347263337,2.0404739379882812
320,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,11.772356,1.2560507,1000,unknown,0.4864121228456497,0.629379153251648
321,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7022705,4.6275163,1000,unknown,1.5159531205892562,3.606358766555786
322,soldier_caught,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8841242,2.0723827,1000,unknown,1.7462269578661238,1.9738764762878418
323,intercepted,1,22,1,14,22,12.0,18.0,15.0,2.5,2.0,2.0065963,2.2439775,1000,unknown,1.9563845594724019,4.835782527923584
324,soldier_caught,0,18,1,16,-1,12.0,18.0,15.0,2.5,2.0,0.28109497,5.0477347,1000,unknown,1.11097913980484,2.17034912109375
325,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.4208813,1.1567662,1000,unknown,0.9556921124458313,1.0622031688690186
326,soldier_caught,0,15,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.6740714,3.998071,1000,unknown,1.9803401894039578,1.6361277103424072
327,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,10.219576,2.4017007,1000,unknown,0.8470832506815592,0.892829418182373
328,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,8.201337,1.2139298,1000,unknown,0.7521440386772156,1.1572939157485962
329,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,8.539825,2.4318454,1000,unknown,1.7543202638626099,3.4868881702423096
330,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,9.189301,1.3355755,1000,unknown,1.7615366578102112,3.079141616821289
331,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3744816,4.1014013,1000,unknown,2.4381651245057583,3.528696060180664
332,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,13.083174,2.377113,1000,unknown,0.619630883137385,0.6620063185691833
333,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.96561533,2.5369153,1000,unknown,1.7103618780771892,4.169347763061523
334,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,5.528237,2.4048247,1000,unknown,0.2624848484992981,0.37771958112716675
335,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,4.192629,0.79387224,1000,unknown,1.3192487359046936,1.0006173849105835
336,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,6.261627,2.0291135,1000,unknown,0.9033665557702383,1.5336434841156006
337,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,7.315833,1.2098559,1000,unknown,1.9742004076639812,4.372254371643066
338,intercepted,1,26,1,12,26,12.0,18.0,15.0,2.5,2.0,3.04397,1.7975789,1000,unknown,2.695588219165802,2.762589693069458
339,soldier_caught,0,18,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2477592,3.4577808,1000,unknown,1.0528676956892014,1.4035741090774536
340,intercepted,1,31,1,13,31,12.0,18.0,15.0,2.5,2.0,2.188099,1.6414982,1000,unknown,2.380799429981332,3.2552199363708496
341,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,2.1025891,1.8650651,1000,unknown,1.463762992620468,4.266130447387695
342,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,3.6187184,1.717254,1000,unknown,2.189105276018381,2.527486801147461
343,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,2.2246585,1.5890173,1000,unknown,0.9770181030035019,1.6463783979415894
344,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9944548,3.9701178,1000,unknown,1.2831521108746529,3.0645766258239746
345,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,9.161515,0.41051844,1000,unknown,0.8356081048647562,0.26661306619644165
346,intercepted,1,37,1,9,37,12.0,18.0,15.0,2.5,2.0,2.763783,1.0497484,1000,unknown,2.65543705738824,2.463925361633301
347,intercepted,1,25,1,7,25,12.0,18.0,15.0,2.5,2.0,2.2237606,2.4411879,1000,unknown,2.604176529143986,3.267092704772949
348,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.859612,1.6488719,1000,unknown,0.6498381197452545,0.793562650680542
349,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,10.584338,1.1213934,1000,unknown,0.5330906584858894,0.45608842372894287
350,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,2.6180098,2.1046023,1000,unknown,1.6608203947544098,1.6423524618148804
351,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7419395,2.6843638,1000,unknown,1.5804942548274994,2.100693702697754
352,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,9.986605,1.001602,1000,unknown,0.712295626103878,0.09535735100507736
353,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,5.1631894,1.9915702,1000,unknown,1.383009081085523,3.6505582332611084
354,intercepted,1,22,1,18,22,12.0,18.0,15.0,2.5,2.0,6.852602,2.29765,1000,unknown,1.700645959377289,2.5695247650146484
355,unsafe_intercept,0,22,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.550963,0.62222904,1000,unknown,2.244773550828298,2.1836698055267334
356,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.6834612,2.0826719,1000,unknown,1.0516562014818192,1.9272481203079224
357,intercepted,1,19,1,13,19,12.0,18.0,15.0,2.5,2.0,7.47293,1.5636952,1000,unknown,2.1235754191875458,5.017780303955078
358,intercepted,1,16,1,7,16,12.0,18.0,15.0,2.5,2.0,2.1122015,2.4563663,1000,unknown,2.026989829540253,2.1855454444885254
359,soldier_caught,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2002519,5.2623286,1000,unknown,0.5871882140636444,0.40739157795906067
360,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,13.563156,2.1325514,1000,unknown,0.9916375875473022,1.0746573209762573
361,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,3.3852568,1.7955079,1000,unknown,1.7295826425155003,2.160074234008789
362,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8271743,3.8638992,1000,unknown,1.4854095458984375,2.7621984481811523
363,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,6.8706117,1.6895707,1000,unknown,1.1325256526470184,1.7246865034103394
364,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,4.677888,1.2232102,1000,unknown,1.2856082990765572,1.998356819152832
365,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.23925,1.8569571,1000,unknown,1.1202926859259605,2.393399238586426
366,soldier_caught,0,43,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2839639,2.057279,1000,unknown,3.4123114119557774,3.1606926918029785
367,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,8.248475,2.2851825,1000,unknown,0.6015926996866862,0.7978256940841675
368,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,7.8064265,1.0258169,1000,unknown,0.7363939173519611,0.24033670127391815
369,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,10.889182,2.0828366,1000,unknown,1.0870774909853935,2.3957347869873047
370,unsafe_intercept,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.472691,1.1217927,1000,unknown,2.1011542081832886,2.550575017929077
371,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.8022621,4.0821614,1000,unknown,1.3169852495193481,2.3575222492218018
372,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.1910144,2.7804995,1000,unknown,2.6460542149013944,4.637994289398193
373,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,6.6243043,2.311101,1000,unknown,1.1488510767618816,0.706274688243866
