seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,model_version,mean_tracking_error,final_tracking_error
832,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,8.663749,2.2662706,1000,unknown,0.3691461384296417,0.5134553909301758
833,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,17.22891,2.1183913,1000,unknown,0.8341423074404398,0.5652772188186646
834,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,11.700829,2.3902483,1000,unknown,1.2853643596172333,1.8096283674240112
835,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.681965,1.4790878,1000,unknown,0.762094517548879,0.840221643447876
836,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3275037,2.8286939,1000,unknown,1.5875294456879299,2.0283660888671875
837,unsafe_intercept,0,27,1,21,-1,12.0,18.0,15.0,2.5,2.0,3.400427,1.5975447,1000,unknown,2.3567743045943126,2.687333583831787
838,unsafe_intercept,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.3623815,1.0292339,1000,unknown,0.8208457827568054,0.6697098612785339
839,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9941145,2.7830515,1000,unknown,1.7322859466075897,1.3833653926849365
840,soldier_caught,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1466472,3.8824868,1000,unknown,1.5358222325642903,1.3689603805541992
841,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,6.4094896,2.2377837,1000,unknown,0.8682063817977905,0.9397591948509216
842,intercepted,1,25,1,12,25,12.0,18.0,15.0,2.5,2.0,2.8826876,1.8424764,1000,unknown,2.7087772446019307,4.33186674118042
843,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,7.883232,2.3406901,1000,unknown,0.5171747381488482,0.5893017053604126
844,soldier_caught,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5997459,4.1163974,1000,unknown,0.7279435098171234,0.4635005295276642
845,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,5.366697,1.0471485,1000,unknown,1.4712482281029224,1.956444501876831
846,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,14.954385,1.877485,1000,unknown,0.8319047093391418,0.9809474349021912
847,intercepted,1,21,1,9,21,12.0,18.0,15.0,2.5,2.0,2.6005206,2.1216156,1000,unknown,1.9685790309539208,2.6079540252685547
848,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.340386,1.5111865,1000,unknown,0.7472933630148569,0.2837253510951996
849,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,4.9390306,2.2394712,1000,unknown,2.1638870537281036,4.92586088180542
850,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.949839,1.2133285,1000,unknown,1.2642368823289871,2.363184690475464
851,intercepted,1,23,1,21,23,12.0,18.0,15.0,2.5,2.0,14.484521,1.0416874,1000,unknown,1.4445504744847615,1.7511768341064453
852,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8441393,3.7695765,1000,unknown,1.8296562671661376,4.649148941040039
853,intercepted,1,17,1,12,17,12.0,18.0,15.0,2.5,2.0,3.0128357,2.4730198,1000,unknown,1.5285107493400574,2.0878593921661377
854,intercepted,1,33,1,11,33,12.0,18.0,15.0,2.5,2.0,2.3567078,0.8207683,1000,unknown,2.6183066679083784,2.6894214153289795
855,intercepted,1,28,1,8,28,12.0,18.0,15.0,2.5,2.0,3.1060379,1.8225566,1000,unknown,3.3542929405257818,1.8969043493270874
856,intercepted,1,22,1,8,22,12.0,18.0,15.0,2.5,2.0,3.5398989,1.2953159,1000,unknown,3.2794504523277284,4.265048980712891
857,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,3.7309864,1.1237648,1000,unknown,0.3235451467335224,0.5385729074478149
858,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.705165,1.7821652,1000,unknown,0.8398025234540304,0.7820460796356201
859,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,5.44187,0.3582687,1000,unknown,1.8359240889549255,4.83845329284668
860,intercepted,1,22,1,17,22,12.0,18.0,15.0,2.5,2.0,2.7302618,2.1818962,1000,unknown,1.983454406261444,1.2775380611419678
861,soldier_caught,0,19,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.3199897,3.3758276,1000,unknown,0.6342388366659483,1.400820255279541
862,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.4072125,1.734852,1000,unknown,0.7998090287049612,1.339720606803894
863,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,10.939996,1.9513077,1000,unknown,0.8065109650293986,0.8675841093063354
864,intercepted,1,16,1,9,16,12.0,18.0,15.0,2.5,2.0,11.77023,1.4358556,1000,unknown,2.0700798407197,4.374397277832031
865,unsafe_intercept,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.7003925,2.363642,1000,unknown,1.6255535384019215,3.982499837875366
866,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,3.9226966,2.2813842,1000,unknown,2.1640829145908356,5.315075874328613
867,unsafe_intercept,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,3.3282003,0.73768896,1000,unknown,1.9530811548233031,2.1157000064849854
868,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,2.3946526,2.3612504,1000,unknown,0.9742057025432587,1.3313299417495728
869,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,4.347253,2.2635272,1000,unknown,0.7007673978805542,0.4291292428970337
870,intercepted,1,19,1,10,19,12.0,18.0,15.0,2.5,2.0,2.7688475,0.47853288,1000,unknown,2.124229168891907,2.080622673034668
871,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,11.061294,2.1952088,1000,unknown,1.4124688804149628,2.509126663208008
872,intercepted,1,24,1,14,24,12.0,18.0,15.0,2.5,2.0,2.7695346,0.78146654,1000,unknown,2.00663577968424,2.529651641845703
873,unsafe_intercept,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,3.1717477,1.1629843,1000,unknown,1.177447001139323,1.465564250946045
874,intercepted,1,15,1,7,15,12.0,18.0,15.0,2.5,2.0,4.2331233,1.6696826,1000,unknown,2.0822558104991913,3.3418962955474854
875,intercepted,1,24,1,22,24,12.0,18.0,15.0,2.5,2.0,8.685906,2.1125364,1000,unknown,0.5973963141441345,0.48097026348114014
876,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,6.5596204,1.9113095,1000,unknown,1.6931801239649455,3.4887473583221436
877,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.054243,1.2069845,1000,unknown,1.5960614562034607,2.3445420265197754
878,soldier_caught,0,11,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.9917309,2.5569885,1000,unknown,1.0949232205748558,3.1704883575439453
879,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.49302697,6.5412765,1000,unknown,0.9825881620248159,1.9341470003128052
880,soldier_caught,0,24,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.163663,3.5161428,1000,unknown,2.720901631315549,2.3128347396850586
881,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9951601,3.23948,1000,unknown,2.322786728541056,1.9366103410720825
882,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8958536,1.7187482,1000,unknown,3.2866719836990037,4.135229587554932
883,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,6.3010154,1.6536995,1000,unknown,0.8707961887121201,1.3088767528533936
884,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,14.515616,2.1076276,1000,unknown,0.9498858824372292,1.3337346315383911
885,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,4.525559,1.2816474,1000,unknown,1.0169087648391724,0.7275673151016235
886,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,3.7664208,0.96988654,1000,unknown,1.2886886447668076,0.8305116295814514
887,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,2.7841268,2.3337214,1000,unknown,2.097944383110319,1.2418879270553589
888,intercepted,1,31,1,13,31,12.0,18.0,15.0,2.5,2.0,3.8792245,1.8273698,1000,unknown,3.0710279157287195,4.107677459716797
889,unsafe_intercept,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.4575496,1.317232,1000,unknown,1.1561943938334782,2.0527944564819336
890,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.052406,0.9126115,1000,unknown,0.3298763111233711,0.1743321269750595
891,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9214479,3.3790236,1000,unknown,1.0084502696990967,1.5296562910079956
892,soldier_caught,0,19,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4395432,3.066786,1000,unknown,2.1170475347475572,1.9137825965881348
893,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,3.0175228,1.6506486,1000,unknown,1.1683557450771331,1.4806745052337646
894,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0659108,5.788563,1000,unknown,1.0953389346599578,2.032813310623169
895,unsafe_intercept,0,25,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.6079447,1.9741021,1000,unknown,2.8203122104917253,2.3534255027770996
896,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,4.624445,2.1316562,1000,unknown,1.061446338891983,0.7199304699897766
897,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,2.6321592,2.2961638,1000,unknown,1.9596123439925057,0.6788308024406433
898,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.4327383,4.3417425,1000,unknown,1.1945952624082565,1.2877806425094604
899,intercepted,1,13,1,7,13,12.0,18.0,15.0,2.5,2.0,4.9820375,2.0093236,1000,unknown,1.9993335689817155,3.9287097454071045
900,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,5.867627,1.0817386,1000,unknown,1.2070468068122864,0.6766921281814575
901,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,7.124827,2.096324,1000,unknown,1.022204965353012,0.7440748810768127
902,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.893706,0.8163623,1000,unknown,1.261353325843811,2.043498992919922
903,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7289847,2.7959764,1000,unknown,0.43880513310432434,0.8166875243186951
904,soldier_caught,0,20,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9907612,2.773554,1000,unknown,3.2410857379436493,3.646470308303833
905,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7410424,3.6924849,1000,unknown,1.4664601922035216,2.8209142684936523
906,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.0097046,2.3416095,1000,unknown,1.38496333360672,1.1214531660079956
907,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,10.285055,1.2627641,1000,unknown,1.1318666219711304,1.886286735534668
908,unsafe_intercept,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.3463793,1.0209363,1000,unknown,1.4806295867477144,0.593110203742981
909,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9147506,1.6882216,1000,unknown,0.815605362256368,1.0221003293991089
910,intercepted,1,16,1,8,16,12.0,18.0,15.0,2.5,2.0,3.061166,0.53273964,1000,unknown,2.1726209786203174,2.3137123584747314
911,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0994909,1.4187179,1000,unknown,1.1694373726844787,1.9586774110794067
912,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,15.929602,1.8093209,1000,unknown,1.271008774638176,1.5768944025039673
913,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5522888,3.273265,1000,unknown,1.9673594236373901,4.15727424621582
914,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.7722594,4.178895,1000,unknown,1.0297136306762695,0.6310492753982544
915,soldier_caught,0,22,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1887692,2.7470016,1000,unknown,2.261926614321195,2.5753068923950195
916,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,8.054367,1.5938427,1000,unknown,0.43939001858234406,0.4736919105052948
917,unsafe_intercept,0,18,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.1757402,2.339023,1000,unknown,1.9854201972484589,2.3091297149658203
918,intercepted,1,21,1,12,21,12.0,18.0,15.0,2.5,2.0,2.0757985,0.44406658,1000,unknown,2.182472589612007,2.2748055458068848
919,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,3.614707,2.0926702,1000,unknown,0.5784108936786652,0.43491268157958984
920,intercepted,1,19,1,9,19,12.0,18.0,15.0,2.5,2.0,2.251119,2.3301392,1000,unknown,2.202517964623191,2.4308478832244873
921,soldier_caught,0,23,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.5477395,2.574295,1000,unknown,2.866517087115961,3.8335375785827637
922,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,13.608394,0.29813528,1000,unknown,0.9142041504383087,1.5615103244781494
923,intercepted,1,19,1,16,19,12.0,18.0,15.0,2.5,2.0,8.064565,0.44261894,1000,unknown,0.6430804133415222,0.7657027840614319
924,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4708842,0.46284485,1000,unknown,0.8440041765570641,1.3897218704223633
925,soldier_caught,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9686123,3.6514707,1000,unknown,0.8120901882648468,1.0071165561676025
926,intercepted,1,47,1,12,47,12.0,18.0,15.0,2.5,2.0,2.7586408,1.5479444,1000,unknown,3.122106470995479,2.576249122619629
927,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,10.711828,0.88363504,1000,unknown,1.0993627905845642,0.7242799997329712
928,soldier_caught,0,13,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.293029,3.01083,1000,unknown,1.9563176504203252,1.8190627098083496
929,soldier_caught,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.74709916,2.4258986,1000,unknown,0.8351462483406067,0.8318806290626526
930,unsafe_intercept,0,31,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.1586823,1.4328039,1000,unknown,2.9681164906783537,2.832746744155884
931,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,3.9844003,1.572537,1000,unknown,0.8087219297885895,1.1943776607513428
932,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,10.727851,1.79716,1000,unknown,0.8644777735074362,1.4246671199798584
933,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,11.386657,1.3177303,1000,unknown,0.5508724451065063,0.8972694277763367
934,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,10.650836,1.4757526,1000,unknown,0.5121794939041138,0.2814127206802368
935,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.9571071,4.2777705,1000,unknown,1.2422631879647572,3.647749423980713
936,soldier_caught,0,9,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5993958,0.80898696,1000,unknown,0.9705292284488678,0.43641728162765503
937,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,7.181268,2.393392,1000,unknown,1.28302001953125,1.1789339780807495
938,intercepted,1,20,1,18,20,12.0,18.0,15.0,2.5,2.0,11.928918,2.420005,1000,unknown,0.41083448628584546,0.10680358111858368
939,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,6.7584233,2.4146948,1000,unknown,1.1086020469665527,1.1409562826156616
940,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,7.3888564,1.8286029,1000,unknown,1.1645540992418926,1.2115201950073242
941,soldier_caught,0,22,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.8972348,3.3433933,1000,unknown,2.85210525393486,5.465240955352783
942,unsafe_intercept,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.069394,1.0345118,1000,unknown,1.736059667808669,1.8481078147888184
943,soldier_caught,0,25,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.7605804,2.1893134,1000,unknown,2.3832660416762033,5.6644158363342285
944,soldier_caught,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.891365,2.8548,1000,unknown,2.1415284077326455,2.7411274909973145
945,soldier_caught,0,26,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9088463,2.7345793,1000,unknown,2.3252129289839,2.355445384979248
946,intercepted,1,16,1,9,16,12.0,18.0,15.0,2.5,2.0,5.3316817,1.1631689,1000,unknown,2.248450107872486,3.891450881958008
947,soldier_caught,0,31,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5966384,2.40916,1000,unknown,2.483193809787432,1.4249989986419678
948,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,5.9399457,2.475142,1000,unknown,1.3682671934366226,1.949397087097168
949,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,7.5939035,0.68743646,1000,unknown,1.2587741255760192,2.658442735671997
950,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9519653,3.9051862,1000,unknown,1.9419704228639603,4.8710856437683105
951,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,9.887504,1.0887303,1000,unknown,0.9107246398925781,1.282188057899475
952,unsafe_intercept,0,24,1,12,-1,12.0,18.0,15.0,2.5,2.0,3.4251163,0.6419827,1000,unknown,2.575432690290304,3.6680476665496826
953,soldier_caught,0,20,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.08297028,6.2136393,1000,unknown,2.308693127972739,4.655818462371826
954,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,5.677932,1.3537849,1000,unknown,1.4667098820209503,1.9371585845947266
955,intercepted,1,38,1,12,38,12.0,18.0,15.0,2.5,2.0,3.115805,0.09503355,1000,unknown,3.323941648006439,2.544354200363159
956,soldier_caught,0,18,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.971394,2.066163,1000,unknown,0.7875208755334219,1.1113908290863037
957,intercepted,1,25,1,7,25,12.0,18.0,15.0,2.5,2.0,2.3334348,1.2628798,1000,unknown,3.5258843741918864,1.9540128707885742
958,soldier_caught,0,18,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4956286,2.7041733,1000,unknown,2.1733574487946252,2.8809196949005127
959,intercepted,1,19,1,13,19,12.0,18.0,15.0,2.5,2.0,10.183972,0.45384496,1000,unknown,2.094145289489201,4.86465311050415
960,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8566346,2.2868316,1000,unknown,1.43395656645298,1.7515740394592285
961,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,2.3518167,1.875758,1000,unknown,0.7405807107686997,0.07535873353481293
962,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,10.103856,1.5315043,1000,unknown,0.8300743997097015,1.1952117681503296
963,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,9.931394,1.9834788,1000,unknown,0.43687578042348224,0.6606864333152771
964,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,10.98325,1.0442343,1000,unknown,0.5621824860572815,0.13474124670028687
965,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8182114,5.825925,1000,unknown,1.624186110496521,3.6934847831726074
966,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6878922,3.6701553,1000,unknown,2.1997417559226355,2.578728437423706
967,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2951634,3.6314538,1000,unknown,1.7198929369449616,3.6638855934143066
968,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.8083622,1.1888275,1000,unknown,1.3364369511604308,2.7822647094726562
969,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.808678,1.9866425,1000,unknown,0.887808196246624,1.560479998588562
970,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,6.0313897,1.5882316,1000,unknown,0.7089714805285136,0.6695371270179749
971,intercepted,1,19,1,10,19,12.0,18.0,15.0,2.5,2.0,2.768397,2.4049726,1000,unknown,2.0230215907096865,2.4145865440368652
972,unsafe_intercept,0,28,1,17,-1,12.0,18.0,15.0,2.5,2.0,2.2037923,0.67334867,1000,unknown,2.0635283341010413,2.705789566040039
973,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2730986,3.385142,1000,unknown,1.7708027601242065,3.4338371753692627
974,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7646468,3.6211386,1000,unknown,0.7975091636180878,1.436628818511963
975,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4239956,2.8011482,1000,unknown,1.415677809715271,2.2219603061676025
976,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.2013893,0.48507676,1000,unknown,1.3513623028993607,1.9350098371505737
977,intercepted,1,40,1,10,40,12.0,18.0,15.0,2.5,2.0,2.5805855,2.37447,1000,unknown,3.5344423469035857,3.591832160949707
978,soldier_caught,0,26,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.8187041,3.184728,1000,unknown,2.5745717709263167,3.044064998626709
979,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8225733,3.3994656,1000,unknown,1.4827886670827866,2.927499294281006
980,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.8392124,2.4461484,1000,unknown,0.7812422811985016,0.982578456401825
981,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.702801,4.7217584,1000,unknown,1.10857355594635,1.287078619003296
982,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,5.399832,1.7352067,1000,unknown,1.612737163901329,3.4950625896453857
983,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9718682,2.6673772,1000,unknown,1.3996284008026123,2.141078472137451
984,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.7356277,2.1756551,1000,unknown,1.1728023290634155,2.391256809234619
985,intercepted,1,23,1,13,23,12.0,18.0,15.0,2.5,2.0,3.6756146,0.8721825,1000,unknown,2.4145110032775183,3.0896317958831787
986,soldier_caught,0,26,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2078499,2.2429395,1000,unknown,3.071821440011263,2.541663408279419
987,soldier_caught,0,26,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.2626988,3.5488927,1000,unknown,2.8332341856190135,2.8601865768432617
988,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,9.528582,1.2553625,1000,unknown,0.961440809071064,1.5422289371490479
989,unsafe_intercept,0,27,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.8563988,1.8497152,1000,unknown,2.7520710472017527,1.8638943433761597
990,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,4.2828965,1.2863712,1000,unknown,1.2715906351804733,0.823299765586853
991,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,2.120706,0.82808024,1000,unknown,1.0238748043775558,1.8952192068099976
992,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,10.886771,2.2692595,1000,unknown,0.9393522441387177,0.8901017904281616
993,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,11.421981,1.6921253,1000,unknown,0.6660330692927042,0.3139894902706146
994,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,2.583555,2.1539702,1000,unknown,1.9408665214266096,4.6716814041137695
995,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.4037185,1.9834592,1000,unknown,0.924590103328228,1.8932878971099854
996,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.928853,1.5250214,1000,unknown,0.9299454689025879,0.4287409782409668
997,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.0786752,2.9393802,1000,unknown,2.1420259827917274,2.047795295715332
998,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.702695,3.2204099,1000,unknown,1.12435142993927,1.549257516860962
999,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2759322,2.6817372,1000,unknown,1.6448045174280803,4.4670891761779785
