seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes
0,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,5.1727886,2.330034,1000
1,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.9198017,1.183494,1000
2,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9603179,3.5067348,1000
3,soldier_caught,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.27385512,3.5084527,1000
4,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,11.19192,2.0361912,1000
5,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,5.6748233,1.9011592,1000
6,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,8.45372,1.7548523,1000
7,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,19.877924,1.3885739,1000
8,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,10.514781,2.0044165,1000
9,unsafe_intercept,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.065928,1.932922,1000
10,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3064314,0.37575302,1000
11,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.5241723,1.2884052,1000
12,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,6.3209047,1.2320967,1000
13,soldier_caught,0,30,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.1330692,2.6049125,1000
14,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,3.009009,1.2932632,1000
15,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.7008288,2.2030265,1000
16,soldier_caught,0,21,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.9368945,3.618217,1000
17,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,4.2024636,1.7573109,1000
18,unsafe_intercept,0,16,1,15,-1,12.0,18.0,15.0,2.5,2.0,2.039224,1.1527262,1000
19,soldier_caught,0,24,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9542849,2.8653166,1000
20,soldier_caught,0,15,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.2147266,2.5249226,1000
21,soldier_caught,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.62451726,5.192252,1000
22,soldier_caught,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8411186,0.63445127,1000
23,intercepted,1,22,1,6,22,12.0,18.0,15.0,2.5,2.0,2.21459,1.3956527,1000
24,intercepted,1,22,1,9,22,12.0,18.0,15.0,2.5,2.0,2.3987043,1.2005938,1000
25,intercepted,1,20,1,12,20,12.0,18.0,15.0,2.5,2.0,2.037263,1.4918596,1000
26,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.8269093,3.385925,1000
27,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.643103,1.3670133,1000
28,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8513391,2.752795,1000
29,soldier_caught,0,36,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.4354254,2.5624402,1000
30,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,6.4382286,2.274809,1000
31,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.020872,1.8631604,1000
32,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,8.205008,1.6582981,1000
33,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,2.733677,1.5872847,1000
34,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5476424,2.8532908,1000
35,intercepted,1,20,1,8,20,12.0,18.0,15.0,2.5,2.0,4.726845,2.1643963,1000
36,soldier_caught,0,28,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2940813,2.7668746,1000
37,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,6.902676,1.613482,1000
38,soldier_caught,0,18,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6892382,3.9109166,1000
39,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4645547,5.5811067,1000
40,soldier_caught,0,20,1,17,-1,12.0,18.0,15.0,2.5,2.0,0.9679926,3.9754138,1000
41,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.864798,2.1428976,1000
42,soldier_caught,0,30,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6227573,2.5121934,1000
43,soldier_caught,0,20,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.58724827,0.94418126,1000
44,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.4114468,2.8695717,1000
45,unsafe_intercept,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.5145445,0.5313496,1000
46,unsafe_intercept,0,43,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.0362773,1.325431,1000
47,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9022613,2.7615387,1000
48,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,18.250135,2.1979012,1000
49,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,8.47322,1.6106403,1000
50,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8457658,5.2669086,1000
51,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,3.0592792,1.7057877,1000
52,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,14.485661,1.2002391,1000
53,unsafe_intercept,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.0743318,0.63497686,1000
54,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.765945,1.6393199,1000
55,intercepted,1,19,1,13,19,12.0,18.0,15.0,2.5,2.0,2.1245422,1.4906802,1000
56,intercepted,1,19,1,17,19,12.0,18.0,15.0,2.5,2.0,11.637486,1.523252,1000
57,soldier_caught,0,12,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.3052697,3.1913772,1000
58,soldier_caught,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7609814,2.8299978,1000
59,intercepted,1,19,1,10,19,12.0,18.0,15.0,2.5,2.0,2.3603053,1.9899374,1000
60,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,17.34949,1.3767362,1000
61,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,3.7847738,0.8150358,1000
62,unsafe_intercept,0,33,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.0946078,0.24894682,1000
63,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,4.156132,0.7649178,1000
64,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,10.334838,1.1146407,1000
65,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,11.385458,1.7878683,1000
66,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5517597,2.9029,1000
67,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.956612,8.97592,1000
68,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9112418,2.7380428,1000
69,unsafe_intercept,0,28,1,15,-1,12.0,18.0,15.0,2.5,2.0,2.250491,1.6209728,1000
70,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,5.799461,0.7371344,1000
71,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,2.6577768,2.3758664,1000
72,soldier_caught,0,14,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.4208187,4.983766,1000
73,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2267158,2.8398457,1000
74,soldier_caught,0,14,1,6,-1,12.0,18.0,15.0,2.5,2.0,0.35950223,3.3901646,1000
75,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,14.476355,1.8784645,1000
76,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.6351583,2.7977352,1000
77,unsafe_intercept,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.0846508,1.4084014,1000
78,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.78749526,3.959995,1000
79,intercepted,1,19,1,15,19,12.0,18.0,15.0,2.5,2.0,8.930393,0.92128074,1000
80,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,6.3843284,1.0556718,1000
81,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6913617,4.242422,1000
82,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,2.2329416,1.7797216,1000
83,intercepted,1,19,1,14,19,12.0,18.0,15.0,2.5,2.0,2.6262412,0.7183134,1000
84,soldier_caught,0,20,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.9641606,2.986208,1000
85,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,2.532401,0.8130913,1000
86,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.6828576,1.150143,1000
87,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,15.169948,2.1048944,1000
88,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,6.380432,1.8123349,1000
89,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,14.267261,2.0527143,1000
90,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,2.3929625,0.7669162,1000
91,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,2.2735913,2.0473118,1000
92,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.4348607,2.239824,1000
93,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8445731,2.5119996,1000
94,intercepted,1,20,1,10,20,12.0,18.0,15.0,2.5,2.0,2.4337254,1.5880604,1000
95,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,7.295883,1.8725551,1000
96,unsafe_intercept,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.7373838,1.8442055,1000
97,soldier_caught,0,23,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2946087,2.749522,1000
98,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3427685,2.6383142,1000
99,intercepted,1,10,1,6,10,12.0,18.0,15.0,2.5,2.0,2.479417,0.18585253,1000
100,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.826482,1.7969184,1000
101,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,8.824155,2.3182802,1000
102,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.4930248,1.7298502,1000
103,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.4551167,1.9456995,1000
104,intercepted,1,19,1,10,19,12.0,18.0,15.0,2.5,2.0,2.5488005,2.2980895,1000
105,unsafe_intercept,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.3456683,1.7065662,1000
106,soldier_caught,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2158753,2.7947676,1000
107,unsafe_intercept,0,23,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.046111,0.9488587,1000
108,unsafe_intercept,0,21,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.3510392,1.3703953,1000
109,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1826841,3.9465284,1000
110,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.39024338,3.54319,1000
111,soldier_caught,0,30,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.4879646,3.5031695,1000
112,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7436211,2.6631877,1000
113,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9084021,3.2687054,1000
114,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2696573,4.199748,1000
115,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,9.539753,1.7855921,1000
116,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,10.935289,1.3620793,1000
117,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,13.393057,0.41805586,1000
118,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,8.4768715,0.9718346,1000
119,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,10.778924,1.7383237,1000
120,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,14.970614,1.6775234,1000
121,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,2.2024107,2.47338,1000
122,soldier_caught,0,37,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.065309,2.664616,1000
123,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.9262514,1.4202491,1000
124,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,11.825141,1.7579072,1000
125,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5010573,2.679881,1000
126,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6755363,3.1533945,1000
127,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.7859555,2.8894625,1000
128,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.3254912,3.721,1000
129,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,5.830353,1.5065466,1000
130,soldier_caught,0,23,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.9750278,0.7165239,1000
131,unsafe_intercept,0,23,1,16,-1,12.0,18.0,15.0,2.5,2.0,2.6464758,1.9615313,1000
132,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,14.04407,0.050130766,1000
133,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,12.70699,1.3796241,1000
134,intercepted,1,25,1,8,25,12.0,18.0,15.0,2.5,2.0,2.175045,1.2596493,1000
135,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,7.2991405,2.1491284,1000
136,intercepted,1,22,1,11,22,12.0,18.0,15.0,2.5,2.0,2.697722,2.1793275,1000
137,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,7.4567347,0.094744064,1000
138,unsafe_intercept,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.1953385,1.8462039,1000
139,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,13.790638,1.4674062,1000
140,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.5170736,2.6827188,1000
141,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,4.432363,1.1395224,1000
142,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,4.0523486,0.9582916,1000
143,intercepted,1,25,1,24,25,12.0,18.0,15.0,2.5,2.0,7.4437156,1.1422298,1000
144,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.5106332,3.0467498,1000
145,soldier_caught,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.1289668,7.0224714,1000
146,soldier_caught,0,38,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6088296,3.4206064,1000
147,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,10.650884,1.3911908,1000
148,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,2.2772546,0.7313252,1000
149,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.594032,3.1852915,1000
150,unsafe_intercept,0,24,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.8348017,1.9478369,1000
151,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,4.954738,0.94258505,1000
152,unsafe_intercept,0,9,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.0689085,0.8013003,1000
153,soldier_caught,0,28,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.1040058,2.8775697,1000
154,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.21506828,4.8454685,1000
155,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,12.898478,1.7248769,1000
156,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5480124,4.057382,1000
157,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.1072087,1.8193845,1000
158,intercepted,1,18,1,11,18,12.0,18.0,15.0,2.5,2.0,2.6302934,1.6099523,1000
159,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,4.3542757,0.5149831,1000
160,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.856012,2.2519362,1000
161,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,3.8702948,1.2842888,1000
162,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,11.475019,1.1760508,1000
163,soldier_caught,0,21,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.6105795,2.8850002,1000
164,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.424961,1.5670276,1000
165,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,4.0358734,0.20601556,1000
166,soldier_caught,0,21,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.8674608,3.964123,1000
167,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,10.819539,2.2437499,1000
168,unsafe_intercept,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,3.4810238,1.5784315,1000
169,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,2.7003007,1.8406837,1000
170,soldier_caught,0,26,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.4319546,2.7294066,1000
171,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,12.34362,1.0343682,1000
172,soldier_caught,0,31,1,20,-1,12.0,18.0,15.0,2.5,2.0,1.9039067,2.770692,1000
173,intercepted,1,20,1,18,20,12.0,18.0,15.0,2.5,2.0,7.895513,0.9380023,1000
174,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,5.2639456,0.9141928,1000
175,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5696089,2.51648,1000
176,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,4.600713,1.6350106,1000
177,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,12.168942,2.1183288,1000
178,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,10.63309,1.5572928,1000
179,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,12.094431,1.3920166,1000
180,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.2341312,2.631737,1000
181,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,11.933312,0.4908827,1000
182,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,16.91209,0.9924078,1000
183,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6289129,3.0504508,1000
184,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,8.288664,1.6567708,1000
185,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,2.3533156,2.0393384,1000
186,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,4.7090774,1.113829,1000
187,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.6790027,3.2128942,1000
188,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,8.768063,1.9373485,1000
189,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.6922874,0.7557259,1000
190,soldier_caught,0,25,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.8563784,4.401135,1000
191,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,12.117245,1.6008834,1000
192,soldier_caught,0,26,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.3385174,3.4607232,1000
193,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,11.05655,2.2059777,1000
194,intercepted,1,20,1,11,20,12.0,18.0,15.0,2.5,2.0,2.0782154,2.4090564,1000
195,soldier_caught,0,28,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8074657,2.5554695,1000
196,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.1378515,5.0995045,1000
197,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.679068,1.9544401,1000
198,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,2.4658546,2.4171555,1000
199,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,9.391889,2.2731178,1000
200,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,11.798905,2.167981,1000
201,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8599368,2.6443172,1000
202,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,6.0316315,1.4440866,1000
203,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,3.623861,1.4600456,1000
204,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,6.96255,2.4204025,1000
205,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,2.6647668,2.3801005,1000
206,unsafe_intercept,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.913236,0.6594135,1000
207,intercepted,1,24,1,13,24,12.0,18.0,15.0,2.5,2.0,2.557486,1.2925766,1000
208,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,10.596395,2.4595942,1000
209,soldier_caught,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7199469,3.330905,1000
210,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9146865,3.2530818,1000
211,soldier_caught,0,14,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.282606,3.8132355,1000
212,soldier_caught,0,23,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.3105487,4.8871593,1000
213,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.056869,2.6610935,1000
214,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,4.5428615,2.2681959,1000
215,intercepted,1,28,1,11,28,12.0,18.0,15.0,2.5,2.0,2.9436169,1.730241,1000
216,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8870678,2.5982258,1000
217,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,10.422599,1.3162876,1000
218,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,10.79691,1.5104833,1000
219,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.4472751,4.312719,1000
220,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,14.854502,2.0832064,1000
221,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.758926,1.4944557,1000
222,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5893422,2.6739156,1000
223,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,9.055078,1.0872321,1000
224,intercepted,1,16,1,9,16,12.0,18.0,15.0,2.5,2.0,2.7047844,2.2156196,1000
225,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,7.4734025,1.0642432,1000
226,unsafe_intercept,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.5251741,1.8857073,1000
227,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.8647759,4.3478155,1000
228,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.5439084,2.1549037,1000
229,soldier_caught,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,0.78790957,6.1180925,1000
230,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,3.127948,1.8133905,1000
231,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,4.148583,1.2197747,1000
232,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4384035,4.560817,1000
233,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,3.6141858,2.086596,1000
234,soldier_caught,0,27,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.5183202,2.8669777,1000
235,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.4596522,2.7498019,1000
236,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,2.3484592,1.6582078,1000
237,intercepted,1,17,1,16,17,12.0,18.0,15.0,2.5,2.0,4.8053474,1.1792986,1000
238,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,4.232079,0.4275974,1000
239,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,9.26351,1.9449508,1000
240,intercepted,1,24,1,11,24,12.0,18.0,15.0,2.5,2.0,2.9236343,0.4902481,1000
241,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,2.7545643,1.2911179,1000
242,unsafe_intercept,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,3.4229724,1.4201347,1000
243,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,12.423474,2.4174955,1000
244,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.6638216,4.6667023,1000
245,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.494234,4.10921,1000
246,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,2.263473,1.9320214,1000
247,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.492191,1.9511824,1000
248,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,8.112601,1.9568605,1000
249,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,3.5170584,1.5108604,1000
250,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.728511,2.7120714,1000
251,intercepted,1,22,1,11,22,12.0,18.0,15.0,2.5,2.0,2.7574625,1.3795887,1000
252,soldier_caught,0,10,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.9140332,4.182052,1000
253,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,14.357078,1.330687,1000
254,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,7.7228394,2.4444642,1000
255,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,6.7965984,2.0077558,1000
256,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.7159547,6.604175,1000
257,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,3.6135948,1.8519393,1000
258,intercepted,1,25,1,15,25,12.0,18.0,15.0,2.5,2.0,2.346629,2.3040915,1000
259,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.480632,0.88096863,1000
260,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,6.555768,1.3852241,1000
261,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,4.768467,1.3948857,1000
262,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,5.454232,0.22617835,1000
