seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,mean_tracking_error,final_tracking_error,policy_name
199,soldier_caught,0,22,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0511479,3.9238234,1000,2.640411147704491,3.2441816329956055,kalman_baseline
200,intercepted,1,20,1,10,20,12.0,18.0,15.0,2.5,2.0,2.903299,1.6997248,1000,2.873991849747571,2.314591884613037,kalman_baseline
201,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,12.225092,0.93697524,1000,1.34227720896403,3.544370651245117,kalman_baseline
202,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,13.543577,0.29614604,1000,0.8104101449251175,1.4666385650634766,kalman_baseline
203,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,8.358298,1.1649119,1000,0.3597313314676285,0.26400986313819885,kalman_baseline
204,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,6.96255,2.0474265,1000,1.1362180709838867,1.3391773700714111,kalman_baseline
205,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.7667375,2.4736173,1000,0.47407950460910797,0.253050297498703,kalman_baseline
206,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.2455883,0.48116148,1000,1.4420177340507507,0.6259142160415649,kalman_baseline
207,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,8.031818,2.3129442,1000,1.1433326959609986,2.4593658447265625,kalman_baseline
208,intercepted,1,19,1,15,19,12.0,18.0,15.0,2.5,2.0,3.8858442,1.3399644,1000,1.4958827555179597,4.5364460945129395,kalman_baseline
209,intercepted,1,26,1,5,26,12.0,18.0,15.0,2.5,2.0,2.7262247,2.4744716,1000,3.0910257168791513,2.155165910720825,kalman_baseline
210,soldier_caught,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9244632,3.2747645,1000,1.9086004793643951,1.9766117334365845,kalman_baseline
211,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,2.7849767,1.1794206,1000,1.777130829791228,2.579014301300049,kalman_baseline
212,soldier_caught,0,24,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.5500108,4.374022,1000,2.3583341807127,1.8756495714187622,kalman_baseline
213,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.056869,3.4647117,1000,2.501907433782305,5.328775405883789,kalman_baseline
214,intercepted,1,22,1,7,22,12.0,18.0,15.0,2.5,2.0,2.3509145,1.2781118,1000,2.337673433125019,3.1543705463409424,kalman_baseline
215,intercepted,1,22,1,11,22,12.0,18.0,15.0,2.5,2.0,2.9436169,0.8113821,1000,2.65735707928737,3.204188585281372,kalman_baseline
216,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8870678,3.3388014,1000,1.693599743147691,0.06103147566318512,kalman_baseline
217,soldier_caught,0,27,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3848075,3.077149,1000,3.644367559960014,1.1522105932235718,kalman_baseline
218,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,7.1773734,1.6769199,1000,2.0129613280296326,3.6399412155151367,kalman_baseline
219,soldier_caught,0,13,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8741828,5.081314,1000,2.1013450707708086,3.638723611831665,kalman_baseline
220,intercepted,1,20,1,16,20,12.0,18.0,15.0,2.5,2.0,11.967049,1.7073059,1000,0.8924789518117905,1.4288098812103271,kalman_baseline
221,unsafe_intercept,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.8517919,2.4746482,1000,1.9287979245185851,2.3146021366119385,kalman_baseline
222,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,9.601691,2.2999701,1000,0.7959689050912857,1.0048965215682983,kalman_baseline
223,intercepted,1,31,1,11,31,12.0,18.0,15.0,2.5,2.0,3.7020223,1.4461856,1000,3.708709438641866,2.9493491649627686,kalman_baseline
224,soldier_caught,0,22,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.90338254,2.5900486,1000,2.215069430378767,1.8471219539642334,kalman_baseline
225,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,7.269781,1.7632302,1000,0.8726320862770081,0.2922837734222412,kalman_baseline
226,intercepted,1,33,1,9,33,12.0,18.0,15.0,2.5,2.0,2.5251741,1.2606398,1000,2.8848023986816407,3.0648233890533447,kalman_baseline
227,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9806482,3.1962104,1000,2.3534935507923365,4.303991794586182,kalman_baseline
228,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,6.5519233,0.54600817,1000,1.1114416599273682,0.965661346912384,kalman_baseline
229,soldier_caught,0,21,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5236274,3.6185632,1000,1.8250377550721169,1.8477200269699097,kalman_baseline
230,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.1428782,2.8035083,1000,1.6526201486587524,2.984684467315674,kalman_baseline
231,intercepted,1,17,1,10,17,12.0,18.0,15.0,2.5,2.0,4.496689,2.0630012,1000,2.716288149356842,4.708308696746826,kalman_baseline
232,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,13.237469,1.1366394,1000,1.0127323865890503,0.6708841323852539,kalman_baseline
233,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,10.717855,2.2980638,1000,1.2876469294230144,1.302117109298706,kalman_baseline
234,intercepted,1,32,1,8,32,12.0,18.0,15.0,2.5,2.0,2.2526402,1.3200116,1000,3.0007611092925073,2.630648374557495,kalman_baseline
235,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.554826,1.0611386,1000,0.636858806014061,0.4299345910549164,kalman_baseline
236,soldier_caught,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8997943,4.211657,1000,2.284369093179703,2.5494775772094727,kalman_baseline
237,intercepted,1,19,1,13,19,12.0,18.0,15.0,2.5,2.0,3.5122876,2.1720943,1000,1.8672315989221846,2.2123847007751465,kalman_baseline
238,soldier_caught,0,19,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.0586118,5.4481287,1000,1.5988290309906006,1.9548174142837524,kalman_baseline
239,intercepted,1,17,1,11,17,12.0,18.0,15.0,2.5,2.0,4.4346066,1.2072567,1000,2.616942192826952,2.671278715133667,kalman_baseline
240,intercepted,1,26,1,11,26,12.0,18.0,15.0,2.5,2.0,2.9236343,2.367762,1000,2.5814681611955166,3.033522605895996,kalman_baseline
241,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6163274,3.014775,1000,1.5401609718799592,4.328488826751709,kalman_baseline
242,intercepted,1,19,1,14,19,12.0,18.0,15.0,2.5,2.0,10.8647375,1.6671196,1000,1.1082940300305684,2.3180625438690186,kalman_baseline
243,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5832338,2.7623367,1000,2.7251041067971125,3.3238961696624756,kalman_baseline
244,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5679234,3.4639838,1000,1.9088454008102418,3.248941659927368,kalman_baseline
245,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.494234,3.749389,1000,1.7273873537778854,2.3299601078033447,kalman_baseline
246,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,2.5793266,2.0650496,1000,1.8047081902623177,1.5177360773086548,kalman_baseline
247,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.191884,3.9285624,1000,1.0739000588655472,2.3883581161499023,kalman_baseline
248,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,2.8617153,2.4771523,1000,1.9059886071417067,2.7962000370025635,kalman_baseline
249,soldier_caught,0,37,1,16,-1,12.0,18.0,15.0,2.5,2.0,0.6878543,2.978228,1000,3.2363517758521168,1.893990397453308,kalman_baseline
250,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8577147,4.7822084,1000,1.3735588639974594,1.8455684185028076,kalman_baseline
251,unsafe_intercept,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.9816859,1.4727908,1000,1.9049704585756575,2.1220431327819824,kalman_baseline
252,soldier_caught,0,9,1,5,-1,12.0,18.0,15.0,2.5,2.0,0.8740735,5.741518,1000,1.6650434970855712,3.0623717308044434,kalman_baseline
253,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3585693,3.5088613,1000,2.104172319173813,3.390078544616699,kalman_baseline
254,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,8.644325,2.4502885,1000,1.2682468071579933,2.5834426879882812,kalman_baseline
255,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6340263,3.8767877,1000,1.9756674007935957,2.0070059299468994,kalman_baseline
256,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.7159547,5.470761,1000,1.420469306409359,2.7673845291137695,kalman_baseline
257,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6058878,4.5440235,1000,1.9049735963344574,5.16994571685791,kalman_baseline
258,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,10.488901,0.50357693,1000,1.0398982167243958,0.9004796743392944,kalman_baseline
259,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7001048,4.2428617,1000,0.7403526455163956,0.6626853346824646,kalman_baseline
260,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.66881144,4.7486324,1000,1.5390262603759766,3.436793565750122,kalman_baseline
261,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.3327146,2.2412863,1000,0.9289612323045731,1.562435269355774,kalman_baseline
262,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,5.166978,2.369545,1000,0.8092981179555258,0.5012803077697754,kalman_baseline
263,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7120674,2.5401654,1000,1.4496073772509892,3.8881585597991943,kalman_baseline
264,unsafe_intercept,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,3.0898898,2.299709,1000,2.587197369337082,4.577892303466797,kalman_baseline
265,soldier_caught,0,19,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.87522507,2.5892656,1000,2.1341256611049175,3.9703118801116943,kalman_baseline
266,unsafe_intercept,0,33,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.7331693,2.425315,1000,2.655804024802314,2.4314661026000977,kalman_baseline
267,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.3698594,3.572768,1000,1.7929813742637635,3.486823081970215,kalman_baseline
268,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,10.162782,0.57869726,1000,1.8980801701545715,1.2029162645339966,kalman_baseline
269,unsafe_intercept,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.9203334,2.4846816,1000,1.7134400357802708,4.250671863555908,kalman_baseline
270,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,9.3329,2.3062592,1000,1.4000576734542847,3.486456871032715,kalman_baseline
271,soldier_caught,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7159303,2.8756773,1000,1.8619483283587865,3.9096508026123047,kalman_baseline
272,unsafe_intercept,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.3513627,2.478248,1000,3.029602281252543,2.5866901874542236,kalman_baseline
273,unsafe_intercept,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.7266104,0.41971603,1000,1.0849593430757523,0.6113937497138977,kalman_baseline
274,soldier_caught,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.7874844,3.2357574,1000,2.437876733866605,2.3790764808654785,kalman_baseline
275,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,2.23812,1.7731762,1000,2.7170223395029702,2.6827807426452637,kalman_baseline
276,soldier_caught,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9634436,5.117031,1000,0.8703965693712234,2.0750536918640137,kalman_baseline
277,soldier_caught,0,14,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.4085317,3.0117333,1000,2.2183707915246487,4.396328926086426,kalman_baseline
278,unsafe_intercept,0,30,1,15,-1,12.0,18.0,15.0,2.5,2.0,2.4829144,0.6764312,1000,3.1609771847724915,2.677370548248291,kalman_baseline
279,intercepted,1,23,1,16,23,12.0,18.0,15.0,2.5,2.0,2.5099783,2.3034368,1000,1.95033361017704,2.3463613986968994,kalman_baseline
280,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.306953,2.2631524,1000,0.5880585610866547,0.9080832600593567,kalman_baseline
281,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.8018478,5.9346514,1000,0.6714706122875214,0.3871832489967346,kalman_baseline
282,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.675847,2.5986114,1000,0.6671734936535358,1.2764378786087036,kalman_baseline
283,unsafe_intercept,0,28,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.5300648,0.57064277,1000,3.3813985755497757,2.9231393337249756,kalman_baseline
284,soldier_caught,0,31,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.39906695,2.6414406,1000,3.2717335659724016,2.8733444213867188,kalman_baseline
285,soldier_caught,0,20,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3525013,2.8206575,1000,2.2199919670820236,1.7143656015396118,kalman_baseline
286,soldier_caught,0,27,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8802301,3.0553143,1000,2.322070745860829,2.6551716327667236,kalman_baseline
287,unsafe_intercept,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,3.0050695,1.5614282,1000,2.2438247416700636,1.578961730003357,kalman_baseline
288,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2275001,0.20163728,1000,1.2179620265960693,1.9599127769470215,kalman_baseline
289,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.6950646,5.6867332,1000,0.8567650417486826,1.0937905311584473,kalman_baseline
290,intercepted,1,55,1,11,55,12.0,18.0,15.0,2.5,2.0,2.4674797,2.189716,1000,3.541100466251373,3.8693790435791016,kalman_baseline
291,soldier_caught,0,13,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.0367504,3.3938105,1000,2.3298521914652417,4.734787464141846,kalman_baseline
292,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,8.327085,2.025851,1000,1.4620814561843871,2.0146617889404297,kalman_baseline
293,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.9546349,3.9549453,1000,1.2373827199141185,0.8051120638847351,kalman_baseline
294,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,5.433932,0.82516694,1000,1.2682344317436218,1.5808571577072144,kalman_baseline
295,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,11.150647,1.0841047,1000,0.843069463968277,0.6070693135261536,kalman_baseline
296,soldier_caught,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5852652,3.11209,1000,2.411256942898035,4.209844589233398,kalman_baseline
297,soldier_caught,0,20,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.0005366,3.1354537,1000,2.0936752878702602,1.8041589260101318,kalman_baseline
298,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,4.1569815,2.0212178,1000,1.6200629075368245,1.6431865692138672,kalman_baseline
299,soldier_caught,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.1302478,4.0706873,1000,2.59556313923427,1.7899988889694214,kalman_baseline
300,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9662043,2.6328661,1000,1.4269420504570007,2.3369905948638916,kalman_baseline
301,soldier_caught,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7287468,3.2268841,1000,0.2849770784378052,0.310123085975647,kalman_baseline
302,intercepted,1,31,1,8,31,12.0,18.0,15.0,2.5,2.0,2.3220673,0.83892995,1000,2.8218535942335925,3.0621421337127686,kalman_baseline
303,intercepted,1,20,1,9,20,12.0,18.0,15.0,2.5,2.0,2.0942597,1.7820116,1000,1.9349380085865657,2.9559361934661865,kalman_baseline
304,soldier_caught,0,19,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6525699,2.8258371,1000,1.523266112804413,3.4728660583496094,kalman_baseline
305,soldier_caught,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8685575,5.4837003,1000,1.8275083038542006,3.4730215072631836,kalman_baseline
306,intercepted,1,17,1,12,17,12.0,18.0,15.0,2.5,2.0,6.9237356,1.9402227,1000,1.6858007907867432,3.358755588531494,kalman_baseline
307,soldier_caught,0,22,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.9900467,3.2937438,1000,3.6767563614994287,2.837611436843872,kalman_baseline
308,soldier_caught,0,42,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7894561,2.6540554,1000,3.006947464802686,2.8619637489318848,kalman_baseline
309,intercepted,1,19,1,16,19,12.0,18.0,15.0,2.5,2.0,8.193063,1.9298494,1000,0.5922122076153755,0.3276559114456177,kalman_baseline
310,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,6.671597,1.760273,1000,0.9981052465736866,1.786835789680481,kalman_baseline
311,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8547343,3.4746637,1000,1.9910637165109317,4.34831428527832,kalman_baseline
312,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.759575,4.1927023,1000,1.6924215137958527,3.3804068565368652,kalman_baseline
313,soldier_caught,0,32,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8577925,3.158326,1000,2.481842339038849,4.14880895614624,kalman_baseline
314,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5585628,2.8881788,1000,0.8768829504648844,0.6450750231742859,kalman_baseline
315,soldier_caught,0,42,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.9973137,2.5365736,1000,3.230181943093027,0.8796928524971008,kalman_baseline
316,soldier_caught,0,23,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.7187673,4.9605703,1000,2.446129488945007,2.869351625442505,kalman_baseline
317,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,7.8078995,1.7681488,1000,1.2819485887885094,2.3826611042022705,kalman_baseline
318,intercepted,1,21,1,9,21,12.0,18.0,15.0,2.5,2.0,2.3891172,2.0153902,1000,2.0638069693858805,2.28098201751709,kalman_baseline
319,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.330891,3.4169793,1000,1.532801365852356,2.7079386711120605,kalman_baseline
320,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,2.674158,1.8094323,1000,1.4894714891910552,2.8704845905303955,kalman_baseline
321,intercepted,1,37,1,14,37,12.0,18.0,15.0,2.5,2.0,2.2411582,1.7729651,1000,3.175244651734829,2.408262014389038,kalman_baseline
322,unsafe_intercept,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.3651035,0.79900193,1000,2.835074641487815,1.5572264194488525,kalman_baseline
323,soldier_caught,0,23,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7692332,5.397773,1000,2.0812564194202423,3.2051031589508057,kalman_baseline
324,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,6.0685062,1.6789943,1000,0.8963600099086761,0.7832111716270447,kalman_baseline
325,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,2.6058247,0.78404546,1000,1.6208061754703522,4.526533126831055,kalman_baseline
326,intercepted,1,24,1,10,24,12.0,18.0,15.0,2.5,2.0,2.140304,1.5234381,1000,2.1708949208259583,2.875216484069824,kalman_baseline
327,intercepted,1,30,1,9,30,12.0,18.0,15.0,2.5,2.0,2.2900193,1.4308835,1000,2.9788054065270857,4.502529621124268,kalman_baseline
328,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,2.6195462,1.3695363,1000,0.9433306753635406,1.2831060886383057,kalman_baseline
329,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.3962362,5.3140383,1000,1.554472804069519,1.0050324201583862,kalman_baseline
330,soldier_caught,0,40,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.7592443,3.1629226,1000,2.5586348283290863,1.6475169658660889,kalman_baseline
331,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.3929243,5.9002423,1000,1.3766761422157288,3.1841650009155273,kalman_baseline
332,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,9.670938,2.2134197,1000,0.9355278015136719,1.0877934694290161,kalman_baseline
333,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.96561533,3.2374325,1000,1.7103618780771892,4.169347763061523,kalman_baseline
334,soldier_caught,0,20,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7928383,3.1448426,1000,2.250765564541022,3.360525608062744,kalman_baseline
335,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4023904,4.1190042,1000,0.8653817772865295,0.8400125503540039,kalman_baseline
336,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,15.181027,2.2225273,1000,0.8134416177868843,0.9428712129592896,kalman_baseline
337,intercepted,1,22,1,9,22,12.0,18.0,15.0,2.5,2.0,2.0984476,1.3703505,1000,2.2228168291704997,2.0996389389038086,kalman_baseline
338,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8025314,3.3290615,1000,2.617845443162051,1.7244598865509033,kalman_baseline
339,soldier_caught,0,18,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.8869518,5.5975823,1000,1.001146952311198,1.397579550743103,kalman_baseline
340,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,16.727865,2.469064,1000,0.8658547818660736,1.3588696718215942,kalman_baseline
341,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.854755,0.6149613,1000,0.6781149953603745,0.45310500264167786,kalman_baseline
342,soldier_caught,0,49,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6485655,3.3633118,1000,3.1205307791630426,2.279433488845825,kalman_baseline
343,intercepted,1,26,1,10,26,12.0,18.0,15.0,2.5,2.0,2.2246585,1.9298931,1000,2.521692419753355,3.0618231296539307,kalman_baseline
344,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9944548,4.2650843,1000,1.2831521108746529,3.0645766258239746,kalman_baseline
345,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,6.5510764,2.3689494,1000,0.8211214020848274,1.2478601932525635,kalman_baseline
346,intercepted,1,28,1,9,28,12.0,18.0,15.0,2.5,2.0,3.135085,1.1697683,1000,2.6032285943627356,4.279552936553955,kalman_baseline
347,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.986467,2.3099499,1000,0.7216095179319382,0.4309111535549164,kalman_baseline
348,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.715811,2.1656265,1000,1.4622519850730895,1.94962739944458,kalman_baseline
349,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.4581997,3.0173848,1000,2.0294602811336517,4.848695278167725,kalman_baseline
350,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,13.439769,1.9546816,1000,1.3534694492816925,2.3703341484069824,kalman_baseline
351,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7419395,3.166643,1000,1.5804942548274994,2.100693702697754,kalman_baseline
352,soldier_caught,0,22,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9058764,3.112024,1000,2.7212843086038316,2.6603786945343018,kalman_baseline
353,unsafe_intercept,0,27,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.182828,1.2489438,1000,2.0441750969205583,1.0345112085342407,kalman_baseline
354,soldier_caught,0,21,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.872277,5.0281386,1000,1.1152614951133728,1.638024091720581,kalman_baseline
355,soldier_caught,0,21,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.59181756,2.7247248,1000,3.132688576976458,1.9025951623916626,kalman_baseline
356,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9825163,4.9494667,1000,0.9290552884340286,1.3923548460006714,kalman_baseline
357,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,4.2000175,0.22588249,1000,1.5194796562194823,3.3043406009674072,kalman_baseline
358,intercepted,1,16,1,7,16,12.0,18.0,15.0,2.5,2.0,2.1122015,1.4730431,1000,2.026989829540253,2.1855454444885254,kalman_baseline
359,intercepted,1,27,1,16,27,12.0,18.0,15.0,2.5,2.0,2.8086295,2.190925,1000,2.455155578752359,2.9336116313934326,kalman_baseline
360,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7351155,3.7747173,1000,3.360715967913469,4.109601020812988,kalman_baseline
361,intercepted,1,26,1,10,26,12.0,18.0,15.0,2.5,2.0,2.7690237,2.0018046,1000,2.5826682869125817,3.1712253093719482,kalman_baseline
362,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.0907571,3.7243693,1000,2.282032811641693,2.6293833255767822,kalman_baseline
363,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.4911263,4.3241105,1000,2.8231126368045807,2.6281087398529053,kalman_baseline
364,intercepted,1,24,1,13,24,12.0,18.0,15.0,2.5,2.0,2.3064394,1.326367,1000,3.0811619932452836,4.3442816734313965,kalman_baseline
365,intercepted,1,20,1,11,20,12.0,18.0,15.0,2.5,2.0,4.772904,2.4562976,1000,3.0649437993764876,3.5600028038024902,kalman_baseline
366,intercepted,1,32,1,10,32,12.0,18.0,15.0,2.5,2.0,3.3988059,2.4579916,1000,3.4770676130833835,3.4557337760925293,kalman_baseline
367,intercepted,1,20,1,16,20,12.0,18.0,15.0,2.5,2.0,3.3033328,2.12669,1000,2.1365087032318115,4.195747375488281,kalman_baseline
368,soldier_caught,0,15,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.5951881,3.6829865,1000,1.886727641026179,2.392667055130005,kalman_baseline
369,soldier_caught,0,30,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.9462938,3.296783,1000,3.0844637406499764,3.8826870918273926,kalman_baseline
370,soldier_caught,0,27,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.888877,2.661466,1000,2.2231970164510937,1.9443726539611816,kalman_baseline
371,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.8022621,3.2354755,1000,1.3169852495193481,2.3575222492218018,kalman_baseline
372,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,8.883619,1.3680977,1000,0.9826471328735351,2.4143059253692627,kalman_baseline
373,soldier_caught,0,22,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.3443371,5.0007663,1000,2.2909872266981335,3.3156957626342773,kalman_baseline
374,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5122018,3.9591527,1000,1.6667786538600922,4.359032154083252,kalman_baseline
