seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,mean_tracking_error,final_tracking_error,policy_name
375,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,5.390362,0.37581137,1000,1.4012187272310257,2.519139528274536,kalman_baseline
376,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5160093,2.7700605,1000,2.3738760948181152,3.688385486602783,kalman_baseline
377,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,4.761453,1.2275054,1000,1.5941150983174641,1.046825885772705,kalman_baseline
378,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.2279218,5.539421,1000,2.0683340827624,2.5610082149505615,kalman_baseline
379,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9158075,2.5501494,1000,0.9362243215243021,1.6981277465820312,kalman_baseline
380,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,5.5330253,1.4189984,1000,1.0474427938461304,0.5727050304412842,kalman_baseline
381,intercepted,1,21,1,12,21,12.0,18.0,15.0,2.5,2.0,3.4428792,1.8012967,1000,3.555849075317383,3.4118878841400146,kalman_baseline
382,soldier_caught,0,43,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.293819,3.1322374,1000,3.1595221383231027,1.727016568183899,kalman_baseline
383,intercepted,1,20,1,11,20,12.0,18.0,15.0,2.5,2.0,2.5942085,1.3191687,1000,1.7238897621631621,2.1663570404052734,kalman_baseline
384,intercepted,1,20,1,9,20,12.0,18.0,15.0,2.5,2.0,4.532451,1.2646096,1000,2.8456301105519137,4.077807426452637,kalman_baseline
385,soldier_caught,0,37,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9033927,3.1407363,1000,2.7597911272730147,1.5286768674850464,kalman_baseline
386,soldier_caught,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.92353344,5.3948827,1000,0.8616239950060844,0.9090328216552734,kalman_baseline
387,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.39117548,4.1960573,1000,1.382256269454956,2.211270809173584,kalman_baseline
388,soldier_caught,0,41,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7215487,2.8921113,1000,2.876788323977962,2.564366102218628,kalman_baseline
389,soldier_caught,0,61,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9661206,3.4196002,1000,3.710368629896416,2.7154228687286377,kalman_baseline
390,soldier_caught,0,20,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.5432991,3.3976789,1000,2.3801652093728385,3.747504949569702,kalman_baseline
391,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6169833,4.108547,1000,1.3092031131188075,3.99438738822937,kalman_baseline
392,unsafe_intercept,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.5711138,0.6762254,1000,1.939310995015231,1.7397065162658691,kalman_baseline
393,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.297456,0.81698674,1000,1.1833551625410716,1.0326521396636963,kalman_baseline
394,soldier_caught,0,23,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6822007,2.6830854,1000,2.340917626252541,2.095127582550049,kalman_baseline
395,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7195866,3.2859063,1000,1.6842855095863343,3.2934911251068115,kalman_baseline
396,unsafe_intercept,0,25,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.0682058,2.2950156,1000,2.351675966206719,2.44252872467041,kalman_baseline
397,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,7.8512497,2.316807,1000,0.9991130828857422,1.7211412191390991,kalman_baseline
398,soldier_caught,0,21,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3116189,2.795474,1000,2.281779791300113,2.9307608604431152,kalman_baseline
399,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,9.031146,2.2348323,1000,0.8644106686115265,1.5464333295822144,kalman_baseline
400,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.3743706,1.8179367,1000,0.7729139566421509,1.966192603111267,kalman_baseline
401,intercepted,1,25,1,9,25,12.0,18.0,15.0,2.5,2.0,2.4706976,0.99708074,1000,3.2369696410263287,3.3099894523620605,kalman_baseline
402,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,10.4365,0.969388,1000,0.7866902649402618,0.49805933237075806,kalman_baseline
403,intercepted,1,29,1,12,29,12.0,18.0,15.0,2.5,2.0,2.4009433,2.364717,1000,2.307919316821628,1.930503249168396,kalman_baseline
404,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.4424596,2.364568,1000,0.9082685336470604,0.4872126281261444,kalman_baseline
405,soldier_caught,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.96386176,3.3884063,1000,1.956574133038521,1.4246420860290527,kalman_baseline
406,soldier_caught,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.8626381,6.0247188,1000,1.027584731578827,0.3371772766113281,kalman_baseline
407,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.80134666,3.3420532,1000,1.4011979699134827,1.8127511739730835,kalman_baseline
408,soldier_caught,0,29,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6929204,3.0233612,1000,2.3243441391322346,0.5857226252555847,kalman_baseline
409,soldier_caught,0,19,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8057964,2.51136,1000,2.108577122911811,4.526670455932617,kalman_baseline
410,unsafe_intercept,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.541611,2.2912583,1000,2.566888387997945,3.1350111961364746,kalman_baseline
411,intercepted,1,38,1,12,38,12.0,18.0,15.0,2.5,2.0,2.0138133,1.2603716,1000,3.33121939279415,2.10190486907959,kalman_baseline
412,soldier_caught,0,9,1,6,-1,12.0,18.0,15.0,2.5,2.0,0.66243464,2.3581727,1000,0.9902675002813339,1.3245849609375,kalman_baseline
413,intercepted,1,22,1,9,22,12.0,18.0,15.0,2.5,2.0,2.4742217,2.1034005,1000,2.4020647097911154,3.0620431900024414,kalman_baseline
414,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.865451,4.1342897,1000,1.029822699725628,1.196004867553711,kalman_baseline
415,soldier_caught,0,36,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9527761,2.9886665,1000,3.2102917234102883,2.2595534324645996,kalman_baseline
416,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8331022,5.5813127,1000,1.7170267581939698,4.262157440185547,kalman_baseline
417,unsafe_intercept,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.8073397,0.77404225,1000,1.981092284123103,2.1999642848968506,kalman_baseline
418,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,2.9700892,1.3363482,1000,0.9424137324094772,1.70945143699646,kalman_baseline
419,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5194454,3.9584477,1000,1.859930843114853,3.6180214881896973,kalman_baseline
420,soldier_caught,0,24,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.1248012,5.752987,1000,1.9339797364340887,3.8593173027038574,kalman_baseline
421,soldier_caught,0,32,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.78949356,4.1037846,1000,3.210690372313062,4.088492393493652,kalman_baseline
422,soldier_caught,0,23,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.919297,3.243529,1000,2.6847553849220276,2.6498265266418457,kalman_baseline
423,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,4.6590858,2.3598964,1000,1.4995667457580566,2.088860273361206,kalman_baseline
424,intercepted,1,20,1,8,20,12.0,18.0,15.0,2.5,2.0,2.8413687,1.6993831,1000,2.873000851044288,2.3543028831481934,kalman_baseline
425,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9496661,2.796102,1000,2.189483666419983,1.5668054819107056,kalman_baseline
426,soldier_caught,0,37,1,19,-1,12.0,18.0,15.0,2.5,2.0,1.8622179,3.3800318,1000,2.827095307801899,3.555534839630127,kalman_baseline
427,intercepted,1,19,1,14,19,12.0,18.0,15.0,2.5,2.0,2.619523,2.386442,1000,2.079973210891088,5.654513835906982,kalman_baseline
428,intercepted,1,26,1,8,26,12.0,18.0,15.0,2.5,2.0,2.3951898,0.99796385,1000,2.8319446329811684,3.9368724822998047,kalman_baseline
429,soldier_caught,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0291855,5.550306,1000,1.7623223781585693,2.220663547515869,kalman_baseline
430,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3057979,5.8916516,1000,1.2998593628406525,3.368974208831787,kalman_baseline
431,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,6.870438,1.8519462,1000,1.6458609104156494,1.747876524925232,kalman_baseline
432,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4442829,3.035194,1000,2.350774236023426,1.877902626991272,kalman_baseline
433,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6472253,3.3069794,1000,1.8339591005018778,4.118532657623291,kalman_baseline
434,intercepted,1,24,1,9,24,12.0,18.0,15.0,2.5,2.0,3.811909,2.0068305,1000,3.260194795206189,4.510699272155762,kalman_baseline
435,unsafe_intercept,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.9713228,1.261185,1000,2.2747543185949324,2.4728307723999023,kalman_baseline
436,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.6026335,1.63996,1000,0.6385160982608795,0.7172439098358154,kalman_baseline
437,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.227815,5.429324,1000,1.7627508118748665,3.186149835586548,kalman_baseline
438,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,2.98935,2.4874265,1000,2.5793771862983705,3.612088441848755,kalman_baseline
439,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4079146,4.845338,1000,1.1999734863638878,2.397005558013916,kalman_baseline
440,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,9.978795,2.0599597,1000,0.7130561158061027,1.0829147100448608,kalman_baseline
441,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7173887,3.0140908,1000,1.5821858108043672,4.439940929412842,kalman_baseline
442,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0420165,2.8501587,1000,1.651788878440857,4.102878093719482,kalman_baseline
443,intercepted,1,23,1,8,23,12.0,18.0,15.0,2.5,2.0,2.0915627,2.2695758,1000,2.4824884451227263,3.2242166996002197,kalman_baseline
444,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,8.957649,0.9653455,1000,0.8192125260829926,0.7655152082443237,kalman_baseline
445,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6605643,5.787188,1000,2.1550016701221466,4.751150131225586,kalman_baseline
446,unsafe_intercept,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.9338741,1.5832806,1000,2.4185926355421543,3.142332077026367,kalman_baseline
447,unsafe_intercept,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,3.2097614,1.3833418,1000,1.4689892828464508,0.6042479872703552,kalman_baseline
448,intercepted,1,27,1,10,27,12.0,18.0,15.0,2.5,2.0,2.0063653,2.496217,1000,2.1539934873580933,2.8178627490997314,kalman_baseline
449,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.8486794,5.5548916,1000,1.0932425670325756,2.515519380569458,kalman_baseline
450,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,7.51166,1.659275,1000,0.6694015264511108,0.4038567543029785,kalman_baseline
451,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.807108,1.7699395,1000,2.8366404592990877,1.8266292810440063,kalman_baseline
452,soldier_caught,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.2141266,3.364785,1000,1.7532781532832555,0.9904578328132629,kalman_baseline
453,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,10.097211,2.4429753,1000,1.0959560871124268,1.0093165636062622,kalman_baseline
454,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,11.102449,1.6644168,1000,1.0634651184082031,1.9405792951583862,kalman_baseline
455,intercepted,1,28,1,13,28,12.0,18.0,15.0,2.5,2.0,2.6518655,1.6801437,1000,2.4975467016920447,0.7928292155265808,kalman_baseline
456,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,3.5517364,2.2538097,1000,2.3065032958984375,3.154852867126465,kalman_baseline
457,unsafe_intercept,0,52,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.021324,1.354044,1000,2.8283635698831997,1.2113902568817139,kalman_baseline
458,unsafe_intercept,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,3.108144,2.3073752,1000,0.9678296893835068,0.34147319197654724,kalman_baseline
459,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.354182,2.137665,1000,1.082650676369667,1.8168076276779175,kalman_baseline
460,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,8.324638,2.0292313,1000,1.197138488292694,1.231684923171997,kalman_baseline
461,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.61966354,4.582703,1000,1.2402628809213638,2.368037462234497,kalman_baseline
462,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,9.782314,1.801073,1000,1.0830119649569194,1.0351325273513794,kalman_baseline
463,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.2047585,3.9652722,1000,2.239197365442912,2.1391830444335938,kalman_baseline
464,soldier_caught,0,24,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0021285,2.6845405,1000,2.4923204760998487,2.514073133468628,kalman_baseline
465,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.748872,3.5324547,1000,1.793420324722926,2.7722721099853516,kalman_baseline
466,soldier_caught,0,22,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1762726,3.2835224,1000,3.4597431421279907,2.5222971439361572,kalman_baseline
467,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.6704435,0.8343914,1000,2.1791357696056366,4.10956335067749,kalman_baseline
468,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7877309,3.7159054,1000,1.9840280413627625,4.1808905601501465,kalman_baseline
469,soldier_caught,0,31,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7201432,3.8167439,1000,3.341392285294003,1.4337257146835327,kalman_baseline
470,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4322354,3.0118923,1000,1.8928842097520828,2.2519888877868652,kalman_baseline
471,intercepted,1,22,1,18,22,12.0,18.0,15.0,2.5,2.0,8.260174,2.3835762,1000,1.02501620054245,1.6979451179504395,kalman_baseline
472,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4012036,3.0869472,1000,0.7829786837100983,1.0921915769577026,kalman_baseline
473,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.962368,2.326253,1000,0.7591460347175598,0.548321008682251,kalman_baseline
474,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,5.3835793,2.0810094,1000,0.936274528503418,0.5575482845306396,kalman_baseline
475,intercepted,1,37,1,7,37,12.0,18.0,15.0,2.5,2.0,2.1330884,2.1496248,1000,2.8493797259946025,2.399824857711792,kalman_baseline
476,soldier_caught,0,22,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0726988,2.5000043,1000,2.58704156600512,2.8186066150665283,kalman_baseline
477,unsafe_intercept,0,25,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.02836,1.5068597,1000,2.5257967869440714,3.4284703731536865,kalman_baseline
478,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9367803,3.7638936,1000,2.243879556655884,1.9049441814422607,kalman_baseline
479,intercepted,1,13,1,7,13,12.0,18.0,15.0,2.5,2.0,2.4452069,0.4982247,1000,2.053032955953053,2.3773727416992188,kalman_baseline
480,intercepted,1,22,1,21,22,12.0,18.0,15.0,2.5,2.0,8.24443,1.4113786,1000,0.33453935384750366,0.21711665391921997,kalman_baseline
481,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8505348,3.2790816,1000,0.931784470876058,0.807658851146698,kalman_baseline
482,soldier_caught,0,24,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9518143,3.7007186,1000,2.9943126916885374,4.557949542999268,kalman_baseline
483,soldier_caught,0,27,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.983374,3.894371,1000,2.827237273752689,2.048306941986084,kalman_baseline
484,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.27257717,3.521469,1000,1.937931219736735,2.150810718536377,kalman_baseline
485,soldier_caught,0,29,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9968091,3.7041812,1000,2.3741329452570747,3.0699098110198975,kalman_baseline
486,soldier_caught,0,40,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6711491,3.1133316,1000,3.618909609728846,2.7315404415130615,kalman_baseline
487,soldier_caught,0,31,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.4483359,2.9449518,1000,2.8824855160713194,2.796894073486328,kalman_baseline
488,soldier_caught,0,36,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9906635,2.609181,1000,3.1598546147346496,1.9136967658996582,kalman_baseline
489,intercepted,1,19,1,18,19,12.0,18.0,15.0,2.5,2.0,5.0851073,1.0389049,1000,0.883319690823555,0.3707250654697418,kalman_baseline
490,intercepted,1,20,1,10,20,12.0,18.0,15.0,2.5,2.0,4.8403716,0.5898824,1000,3.343766515905207,3.7200796604156494,kalman_baseline
491,soldier_caught,0,23,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5015919,4.231631,1000,2.5254783987998963,3.0750274658203125,kalman_baseline
492,soldier_caught,0,19,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.0564013,2.8947303,1000,2.441553346812725,1.8502410650253296,kalman_baseline
493,soldier_caught,0,25,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.1486958,2.3327959,1000,2.8918425261974336,3.4795496463775635,kalman_baseline
494,unsafe_intercept,0,20,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.654163,1.8107256,1000,2.0838498398661613,3.338228702545166,kalman_baseline
495,intercepted,1,16,1,9,16,12.0,18.0,15.0,2.5,2.0,2.1884625,1.214039,1000,2.2305316105484962,0.7588261961936951,kalman_baseline
496,soldier_caught,0,27,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8874997,2.9311366,1000,2.7776069499944387,2.921891689300537,kalman_baseline
497,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1938083,4.26912,1000,3.1201823082837192,3.182154655456543,kalman_baseline
498,intercepted,1,19,1,18,19,12.0,18.0,15.0,2.5,2.0,7.9678917,2.196991,1000,0.2787413038313389,0.11737126857042313,kalman_baseline
499,soldier_caught,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.897503,2.9254704,1000,2.446259781718254,4.865780830383301,kalman_baseline
500,intercepted,1,26,1,10,26,12.0,18.0,15.0,2.5,2.0,2.4275165,0.7290924,1000,2.7762764867614296,3.338780641555786,kalman_baseline
501,intercepted,1,33,1,10,33,12.0,18.0,15.0,2.5,2.0,2.9840376,2.4098198,1000,3.6428243089467287,3.6378836631774902,kalman_baseline
502,unsafe_intercept,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.1352763,0.17786083,1000,2.029771398752928,0.6934988498687744,kalman_baseline
503,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.47594,4.355755,1000,2.3306959003210066,2.181260108947754,kalman_baseline
504,soldier_caught,0,27,1,15,-1,12.0,18.0,15.0,2.5,2.0,0.6819616,2.5810592,1000,3.332099357476601,4.531999588012695,kalman_baseline
505,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.581979,1.0269617,1000,1.249239593744278,1.6327650547027588,kalman_baseline
506,soldier_caught,0,27,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.70084614,3.3202367,1000,2.7892810671645054,2.7988901138305664,kalman_baseline
507,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7008805,5.0114,1000,1.1352478762467701,1.856683611869812,kalman_baseline
508,soldier_caught,0,27,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.3594551,3.1911197,1000,2.211969514687856,3.0124762058258057,kalman_baseline
509,soldier_caught,0,27,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.2071143,2.6843185,1000,3.640257431194186,4.511363983154297,kalman_baseline
510,soldier_caught,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6430118,3.6078126,1000,2.3864684890617025,3.037431001663208,kalman_baseline
511,unsafe_intercept,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.3327355,2.4682648,1000,1.5630528181791306,1.1020745038986206,kalman_baseline
512,soldier_caught,0,19,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8997828,5.0018015,1000,1.6813641488552094,3.9492766857147217,kalman_baseline
513,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.5465796,5.560844,1000,1.5067047119140624,2.6096298694610596,kalman_baseline
514,unsafe_intercept,0,22,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.7155418,1.0755016,1000,3.5064396262168884,4.1031599044799805,kalman_baseline
515,unsafe_intercept,0,18,1,16,-1,12.0,18.0,15.0,2.5,2.0,2.5326807,1.0999492,1000,1.509870707988739,1.6755207777023315,kalman_baseline
516,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,7.009721,2.2476535,1000,0.8929855935275555,0.7447916865348816,kalman_baseline
517,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.2699299,6.6826167,1000,1.2389604846636455,2.044219970703125,kalman_baseline
518,soldier_caught,0,34,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.6420904,3.228046,1000,3.4058555427350496,4.632702350616455,kalman_baseline
519,soldier_caught,0,25,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5216591,2.9020867,1000,2.0708175698916116,1.3988226652145386,kalman_baseline
520,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2262244,5.3115377,1000,2.182821440696716,4.938078880310059,kalman_baseline
521,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.69346,2.3435748,1000,1.1716050580143929,1.3226826190948486,kalman_baseline
522,intercepted,1,92,1,10,92,12.0,18.0,15.0,2.5,2.0,2.1362634,1.3358514,1000,3.165977134043912,3.1928136348724365,kalman_baseline
523,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,4.0367684,2.224612,1000,0.9554232656955719,0.40953218936920166,kalman_baseline
524,soldier_caught,0,27,1,5,-1,12.0,18.0,15.0,2.5,2.0,1.7508777,2.8861938,1000,2.121184976204582,1.6127089262008667,kalman_baseline
525,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.7403706,3.488358,1000,1.494091260433197,3.7276577949523926,kalman_baseline
526,soldier_caught,0,21,1,15,-1,12.0,18.0,15.0,2.5,2.0,0.89235544,2.4664772,1000,2.1258499154022763,1.2061822414398193,kalman_baseline
527,soldier_caught,0,18,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8876907,2.7498407,1000,2.956600899497668,1.0553113222122192,kalman_baseline
528,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,7.467403,1.731563,1000,0.9831857085227966,1.2450178861618042,kalman_baseline
529,intercepted,1,26,1,11,26,12.0,18.0,15.0,2.5,2.0,2.0991921,1.9613342,1000,2.677166536450386,2.387601375579834,kalman_baseline
530,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,6.228048,1.2574642,1000,1.1005586981773376,0.6465959548950195,kalman_baseline
531,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,2.853952,1.5819821,1000,1.7291561871767045,4.382473945617676,kalman_baseline
532,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,6.3031735,2.1255977,1000,1.063503623008728,1.4498268365859985,kalman_baseline
533,soldier_caught,0,22,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.9255365,3.2612846,1000,2.3833077028393745,1.621056318283081,kalman_baseline
534,intercepted,1,19,1,12,19,12.0,18.0,15.0,2.5,2.0,3.6326878,2.2501664,1000,2.568400166928768,2.4764676094055176,kalman_baseline
535,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.32252,2.8708353,1000,2.377079891661803,2.070394515991211,kalman_baseline
536,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9585475,3.2017598,1000,2.565376953645186,2.018685817718506,kalman_baseline
537,soldier_caught,0,31,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.0908605,3.5067942,1000,2.973904045189128,1.6588926315307617,kalman_baseline
538,intercepted,1,20,1,12,20,12.0,18.0,15.0,2.5,2.0,2.8855867,2.3478832,1000,2.315635919570923,3.3093879222869873,kalman_baseline
539,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,13.229353,1.6627048,1000,1.2428295612335205,2.3766961097717285,kalman_baseline
540,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,11.989789,1.6273594,1000,1.1000072360038757,1.4061297178268433,kalman_baseline
541,soldier_caught,0,42,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.9114534,2.5234044,1000,3.6277913306440626,2.5976171493530273,kalman_baseline
542,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,11.683502,2.455149,1000,0.7437795996665955,0.4633878469467163,kalman_baseline
543,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,6.755848,2.3505397,1000,0.5183399617671967,0.47485435009002686,kalman_baseline
544,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,4.8922114,2.16499,1000,1.3089985847473145,0.883008599281311,kalman_baseline
545,intercepted,1,24,1,9,24,12.0,18.0,15.0,2.5,2.0,3.8817208,1.7381995,1000,2.946397101506591,2.7729082107543945,kalman_baseline
546,soldier_caught,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.3176299,2.6061077,1000,1.9357132315635681,3.2092697620391846,kalman_baseline
547,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9719847,5.6192555,1000,2.1428532699743905,2.630202293395996,kalman_baseline
548,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0446581,2.5359392,1000,2.331648537516594,2.059422254562378,kalman_baseline
549,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,3.853384,2.4694989,1000,2.1407810875347684,2.274146318435669,kalman_baseline
550,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5866505,5.2912993,1000,1.2516206204891205,1.6584882736206055,kalman_baseline
